Mother Prompt,Child Response,Raw Score,Extracted Score
"daddy's sitting on the table , Anne .",more table .,3,3.0
two big ears ?,yeah .,3,3.0
"in a little while , Liz .",okay .,4,4.0
what's your daft brother doing ?,lowinging .,2,2.0
and then pooh is sitting on one .,come in !,1,1.0
have you got your bag ?,it's not ready yet .,3,3.0
because you can't wake up until you're ready to say yes .,oh .,3,3.0
will there be a zoo in the village ?,yup .,2,2.0
like to play with earrings ?,yeah .,4,4.0
all by yourself .,oh .,3,3.0
is this an orange or a peach ?,peach .,4,4.0
"yeah, back to the bubbles .",can i see the puzzle ?,2,2.0
the dirty skip .,yes .,2,2.0
shall we see if this pancake is done ?,yeah .,3,3.0
tell you what that could do with maybe going here .,yeah .,3,3.0
mom's going to put her Potato Head away .,okay .,3,3.0
he has broken down .,and he has one .,3,3.0
look at this .,oh .,3,3.0
it's a clock and it's stopped .,i want to read this one .,2,2.0
you've got to find it .,yeah .,2,2.0
do you think they're all nice ?,yeah .,2,2.0
you always have trouble finding the peanut butter .,peanut butter .,3,3.0
Jwww's not crying .,soppy socks is right ?,3,3.0
you cut something big .,huh ?,2,2.0
"excuse me , driver .",thank you .,3,3.0
you'll end up breaking something if you bash hard like that .,what's this ?,2,2.0
think my curtains could do with a wash .,no !,1,1.0
what you got in your cupboard ?,what do you have in your boxes ?,2,2.0
do you work in a cafe ?,yeah .,3,3.0
and what else ?,i don't know .,2,2.0
is he going to go to mars or the moon ?,stars .,2,2.0
oh that's very kind .,there's more .,3,3.0
the little body and that .,oh yeah .,3,3.0
a little lamb .,little lamb .,5,5.0
you're a bad girl .,yeah .,1,1.0
there we go .,yeah .,3,3.0
you don't like all of them ?,yeah .,2,2.0
you got it in two .,two me pocket .,2,2.0
let's count these .,no .,1,1.0
"I know , but I said what are you trying to find .",a one bubble popped right there and put it right here .,3,3.0
well will you ask me nicely ?,please i have it .,2,2.0
can you bring the box back please .,yes .,4,4.0
oh I thought you usually go down now .,yeah .,3,3.0
and Daddy has been out once to buy an icecream .,when has thomas gone ?,2,2.0
no that's the vacuum cleaner .,brr .,2,2.0
why did he do that ?,because he was mad .,4,4.0
what do you want ?,a nana .,3,3.0
well lets see .,it's a boat .,3,3.0
I was just bent over .,i jumped over you .,2,2.0
that's not good .,it's very good .,2,2.0
what did Jwww say when you invited him ?,i don't know .,2,2.0
"Thomas , I'm going to put these sandwiches in a little box .",yeah .,3,3.0
let's put your slippers on .,mommy .,3,3.0
is it in the book ?,yeah .,4,4.0
what are you making ?,a house .,4,4.0
that protects the banana doesn't it ?,that matches there .,2,2.0
this one's got thirty pieces .,he's .,2,2.0
and the leafs are green .,and the sun come out .,3,3.0
shall we print some of those pictures off ?,no .,2,2.0
if they ever saw you now !,oh .,2,2.0
you have got loads of magnets .,yeah .,2,2.0
are you sure ?,yeah .,3,3.0
don't choke yourself with it .,peanuts .,2,2.0
what can be our road ?,yeah .,1,1.0
"thank you , Thomas .",thanks .,3,3.0
that's why it wouldn't work .,huh ?,2,2.0
what do you say ?,thank you .,4,4.0
ups a daisy .,turn around .,3,3.0
you want to help ?,yeah .,4,4.0
building what we did before .,on the big boy bed .,3,3.0
to make me a cup of tea ?,yeah .,3,3.0
"no don't do that , Fraser .","don't do that , please !",2,2.0
"you didn't like the man that brought the cooker either , did you ?",no .,3,3.0
you pick the yellow house .,yeah .,3,3.0
and what day before Monday ?,monday .,1,1.0
and what else do you see ?,look at the other page .,3,3.0
you dropped that .,yes .,3,3.0
well why don't you say it like .,okay .  travis no we don't have a bug,2,2.0
is it a bit hot ?,yeah .,3,3.0
that I know a boy aged four will really enjoy .,yyy .,1,1.0
where you have to take the shoes off .,yeah .,2,2.0
see I told you was going to be fun .,how old ?,2,2.0
what will you do with it ?,a patsy's eggs,0,0.0
do they smell nice ?,yes .,3,3.0
oh it's grape juice .,yeah .,3,3.0
you've just had some lip gloss .,that's my first green one .,3,3.0
this is an interesting fence .,oh .,2,2.0
oh look where it has landed .,yes .,2,2.0
your tummy hurts ?,yeah .,3,3.0
"because they're wet , are they ?",yes .,3,3.0
all these have got edges .,my got .,1,1.0
she can be a sailor .,i'm sailing a boat .,3,3.0
sheep in a jeep .,that's not a jeep .,3,3.0
and how much do I owe you .,four five six .,1,1.0
I think you have .,have blue .,2,2.0
thank you for the mouth .,got it .,2,2.0
the sniffer dogs .,ladys .,2,2.0
maybe she's supposed to be a ladybird .,is it .,3,3.0
that's the chair .,what's that one called ?,3,3.0
you can take one of the blue crates out .,oh .,3,3.0
did you do that ?,yeah .,3,3.0
you have a hot dog ?,uhhuh .,2,2.0
is it not too crusty ?,no .,2,2.0
are you fed up with that game now ?,yeah .,3,3.0
come on chew .,want more ?,2,2.0
but it's not going to join up .,i know it .,4,4.0
yeah he did look thirsty .,he didn't .,1,1.0
that's part of the road .,this a make-believe tree .,2,2.0
oh the rabbit and squirrel .,cat and camel .,2,2.0
Nwww's in blue group as well .,yes .,3,3.0
what's this one ?,a moon .,3,3.0
do you know what that is ?,no .,3,3.0
shall we send him for a ride in the car ?,yeah .,4,4.0
we'll just put these crayons away .,i'm doing it backwards .,3,3.0
what's the baby going to do at the park ?,baby going in wagon .,3,3.0
is he very naughty ?,yes .,3,3.0
you be careful .,oh no .,2,2.0
wasn't that pretty ?,what are these ?,2,2.0
turn the page .,i'll turn this one .,4,4.0
"we're going to have to teach you some manners , young man .",why .,2,2.0
you're going to go get the Hi C and the cokes .,let's play ball .,1,1.0
"oh, those pants go for a chef outfit .","yeah, for the iron .",1,1.0
no but anyone right around here .,yeah .,3,3.0
that's what crocodile says .,yeah .,3,3.0
here let me .,i want to play with the,2,2.0
you don't want to do it with your teeth .,but i want to .,2,2.0
to Helen love from Cwww .,yeah .,2,2.0
I'm going to put some beans .,i want to do that .,3,3.0
thank you mommy !,yeah .,2,2.0
no no no no .,yeah .,2,2.0
what color is it ?,pink .,4,4.0
we never mailed it .,i want to show you something .,2,2.0
why should me bringing a jar of orange curd out of the fridge remind you of Jo's dog Sooty ?,there's a surprise you guess what you have this a start with okay ?,2,2.0
you're going to try pizza ?,yeah .,4,4.0
what does this one say ?,a moon .,3,3.0
you don't know ?,no .,2,2.0
and you can have yours in a little while .,okay .,4,4.0
we went swimming didn't we on Sunday ?,yeah .,3,3.0
you're wearing blue slippers but you've got blue wellies .,where is it ?,1,1.0
and whose Aston Villa ?,dada awww .,2,2.0
I was going to say it must be a double .,it's a double .,5,5.0
that is a nanny goat .,what's that ?,3,3.0
because you've got that one there .,this .,3,3.0
isn't that nice ?,yeah .,3,3.0
black and orange and green .,orange and green .,3,3.0
but don't touch your .,a little more .,1,1.0
we don't usually do that right ?,how about at a time .,2,2.0
what's she got in her hand there ?,huh ?,2,2.0
well the ones that you've just got wet had a plane on them .,no .,2,2.0
put my head on that ?,yeah .,4,4.0
hm hm hm .,yeah .,2,2.0
you have got doors .,two doors .,4,4.0
it had but one ear .,www .,2,2.0
and where does Roo go ?,there .,2,2.0
where is Kaaee ?,here .,4,4.0
you'll be a grownup too when you have children .,i got a new .,1,1.0
did you not sleep at Mummy's house ?,no .,2,2.0
or will she say that it's too expensive ?,i'll have to buy two of them .,2,2.0
there's the goose .,"here's the goose , look .",4,4.0
and one for sister Sandy .,i want one more .,3,3.0
yeah windscreen wipers .,windscreen .,3,3.0
you've had enough .,oh no .,3,3.0
what are you doing out there ?,i'm looking for my .,2,2.0
you're not lovely at the moment .,"here you are , mummy .",2,2.0
kittens are like that too .,are you hopping like that ?,2,2.0
do you want some Dora shoes ?,yeah .,4,4.0
is baby going to have a drink ?,yeah .,3,3.0
it needs winding up again .,thanks .,3,3.0
they've got Cinderella .,yeah .,3,3.0
so you just want to skip over him ?,yeah .,3,3.0
what did you buy from Tesco's ?,we went in the train .,1,1.0
after dinner but you need to finish yours first .,but .,2,2.0
something that works .,yeah .,2,2.0
find the daddy .,yyy .,1,1.0
are you Joanna too ?,my shoe .,0,0.0
we haven't done that .,oh .,3,3.0
what's inside them ?,mummy .,1,1.0
do you know what ?,what ?,3,3.0
what do you think they were saying ?,they were sleeping .,3,3.0
and an e .,i can write good .,3,3.0
that looks like a doughnut .,that's my doughnut .,4,4.0
but Daniel's in bed .,i'm awake .,3,3.0
where were they all from ?,i don't know .,2,2.0
another leaf fall over too .,no .,2,2.0
was it tasty ?,yes .,4,4.0
maybe green and yellow .,okay .,3,3.0
you going to put it in anyway .,pardon ?,2,2.0
mummy sit down .,yeah .,3,3.0
how about now ?,that one .,3,3.0
I didn't say anything .,why you put some ink in it ?,2,2.0
and we sang Baa Baa Black Sheep .,and baa baa black sheep .,5,5.0
it's windy and sunny ?,yeah .,2,2.0
"they don't what do they, they don't say anything ?",i don't know .,2,2.0
where are we starting then ?,at the zoo .,4,4.0
how many are there ?,two .,3,3.0
you didn't tell me what you did .,you do .,2,2.0
and you'll grow into it and you'll have it for a long time .,yeah .,3,3.0
we won't let her .,no .,3,3.0
what's he doing with them ?,juggling .,4,4.0
there's something caught in it .,oh yes .,3,3.0
I won't be able to protect the washing line .,can i hold it ?,4,4.0
"Thomas is there , look .",where the nana ?,2,2.0
well it'll be a long time now before we can write to Father Christmas again .,that's father christmas .,4,4.0
yeah that's purple .,that purple .,3,3.0
because it's too big .,yeah .,2,2.0
you had wires coming out of you .,that's yellow .,2,2.0
and we're going to mix it with ?,together .,3,3.0
what should I read ?,you .,2,2.0
where shall we put it ?,on there .,2,2.0
the other one that you think of .,the other one that we missed .,3,3.0
an orange digger ?,yeah .,4,4.0
"you're going to be a bundle of laughs today , aren't you ?",yeah .,3,3.0
the sky is falling down .,falling .,3,3.0
needs to go on the line .,oh .,2,2.0
what were you .,the pigs .,2,2.0
"one came to the nursery , didn't it not long ago .",that one that henry's tunnel .,3,3.0
well I think Felix is probably sniffing like Purdie was sniffing on the patio door .,i think so .,4,4.0
am I welcome ?,yeah .,3,3.0
what was the first science class ?,"um, i do not know .",2,2.0
did you drop it ?,yeah .,3,3.0
the little farmers .,they're not going to get out .,2,2.0
the racing car's gone in .,yeah .,2,2.0
piggies at home with their ?,pig .,4,4.0
has Elephant gone to bed ?,yes .,4,4.0
so don't force it because we don't want to to break the barn .,why not ?,3,3.0
can you put the cow in there ?,yeah .,4,4.0
put it here .,in the bag .,4,4.0
how would we do it ?,with water .,3,3.0
because it's your Christmas party .,why .,3,3.0
do you know what happens if you put things in your mouth ?,what ?,2,2.0
it's just pretend though .,i making another tower .,3,3.0
want to do the shadow matching ?,yeah .,4,4.0
I fixed it .,i want to see .,3,3.0
would you like to have some noodle soup ?,yeah .,4,4.0
you've made a slide .,there go .,2,2.0
he must be really fast then .,he can't run over .,2,2.0
look and they've spilled the juice .,what's this ?,2,2.0
okay wait a minute .,what's this,3,3.0
"oh you're putting them back in there now , are you ?",back in there .,3,3.0
if you say so .,that's nice .,3,3.0
no what day ?,on the on the on the on the on the on the on the on the on the,0,0.0
and what's that right there ?,a tree .,4,4.0
a little bit of what ?,ribena .,3,3.0
lots of pieces .,oh where's the other one ?,3,3.0
he's riding his bike .,and the bike there .,3,3.0
and we'll rule the galaxy .,if gilly's here i'll ring in !,3,3.0
here we go round the mulberry bush .,here we go round the mulberry bush .,5,5.0
can I have a kiss off you as well ?,yeah .,3,3.0
what does Kristen eat ?,she makes food .,2,2.0
is owl a pig ?,yeah .,2,2.0
it's probably not going to stay too long .,no .,2,2.0
you've had enough now ?,yeah .,3,3.0
he's talking to you ?,yeah .,4,4.0
you want out again ?,yeah .,3,3.0
"you do love Nanny , Gina .",yeah .,3,3.0
mm it looks like a baby .,i don't know .,2,2.0
well why are you doing this to Mummy ?,going to do this .,2,2.0
what's in the fridge ?,a grapes .,2,2.0
I wonder if Aunt Gina got a battery for her video tape machine .,might do .,2,2.0
give me my slacks to hang up .,here's an l .,0,0.0
what's he doing ?,he's wagging his tail .,4,4.0
go like that .,can i have it ?,2,2.0
that baby doll fell .,that's not very nice .,2,2.0
and then I think we'll have some tea .,no !,1,1.0
they're not alive .,no .,2,2.0
you don't like that dress .,what ?,2,2.0
for as you know and sad to say .,happy .,0,0.0
if you're tired you go to sleep .,nap .  suit what ?,3,3.0
what does that mean ?,yeah .,1,1.0
what are they eating ?,a whale .,2,2.0
yeah then they all bend the same way so they go around .,mommy .,3,3.0
Purdie has just jumped into the window .,watch them .,3,3.0
because it's very strong .,read this one .,3,3.0
where're you going to put that ?,in that thing and put it in that thing .,3,3.0
big one Mama uses .,i am making it .,2,2.0
come apart again ?,yes .,3,3.0
is there anything in there ?,yeah .,3,3.0
thank you for the big lot of presents .,i'm going to help you .,2,2.0
are you trying to hide ?,yeah .,3,3.0
do you mean the little village .,yeah .,4,4.0
oh are you fixing the book ?,yeah .,4,4.0
"think I'll leave the goose sitting down , Becky .",there ?,2,2.0
and what's this one ?,a moon .,3,3.0
"come on , darling .",i'm coming .,4,4.0
who fell down ?,yeah .,1,1.0
a fire drill ?,yeah .,3,3.0
why she crying ?,yeah .,1,1.0
they just need turning about .,yeah it does .,3,3.0
I'd like to send this letter to Australia please .,in there a walk ?,0,0.0
there was parrots .,yeah .,2,2.0
what are you playing with .,mummy .,2,2.0
oh my goodness they're still bringing out .,i'm just going to put it there .,2,2.0
"oh, it sounded like someone's moving furniture .",yeah .,3,3.0
who's knitting this sweater in that picture ?,firstname .,2,2.0
he's making pennies .,nickel .,3,3.0
there's not much light in here .,this is on the floor .,2,2.0
